customer_id,first_name,last_name,gender,age,city,state,country,signup_date,customer_segment
162,Vyanjana,Chand,Female,34,Karnal,Gujarat,India,2025-03-09,VIP
163,Gauri,Nagi,Female,30,Nanded,West Bengal,India,2024-07-08,Premium
164,Nisha,Tandon,Male,67,Rewa,Andhra Pradesh,India,2026-05-24,Premium
165,Balhaar,Sha,Male,46,Satna,Delhi,India,2023-11-11,Premium
166,Ekiya,D’Alia,Male,25,Kottayam,Telangana,India,2021-09-21,Premium
167,Turvi,Sachdev,Female,34,Maheshtala,Kerala,India,2026-02-14,Regular
168,Janaki,Tara,Male,21,Faridabad,Maharashtra,India,2023-06-12,Premium
169,Amara,Deep,Female,48,Bahraich,Tamil Nadu,India,2025-11-01,Regular
170,Jairaj,Balakrishnan,Female,56,Kozhikode,Andhra Pradesh,India,2024-05-10,Premium
171,Akshay,Reddy,Male,56,Kamarhati,Tamil Nadu,India,2022-09-05,Regular
172,Triya,Dalal,Male,67,Panchkula,Andhra Pradesh,India,2024-03-12,Regular
173,Yashodhara,Mahajan,Male,58,Karawal Nagar,Kerala,India,2025-09-24,Regular
174,Yagnesh,Shan,Male,30,Yamunanagar,Rajasthan,India,2023-05-03,VIP
175,Yashoda,Deshpande,Female,66,Bally,Rajasthan,India,2025-03-30,Regular
176,Harini,Tripathi,Female,23,Delhi,Andhra Pradesh,India,2024-02-13,Regular
177,Chanchal,Suri,Female,62,Amroha,Delhi,India,2026-04-18,Premium
178,Veda,Pai,Male,28,Suryapet,Delhi,India,2026-05-03,VIP
179,Krishna,Shah,Male,37,Maheshtala,Rajasthan,India,2023-09-29,Premium
180,Leela,Kaur,Male,58,Varanasi,Telangana,India,2024-06-02,Premium
181,Urvashi,Raj,Male,48,Saharanpur,Telangana,India,2025-12-04,Regular
182,Balhaar,Date,Female,20,Salem,Kerala,India,2025-06-16,Regular
183,Harish,Vora,Male,29,Kanpur,Andhra Pradesh,India,2022-12-09,Premium
184,Nimrat,Dubey,Female,41,Nandyal,Delhi,India,2023-12-20,Premium
185,Hamsini,Rao,Female,53,Ozhukarai,Andhra Pradesh,India,2026-04-02,Premium
186,Lajita,Nadig,Female,67,Hosur,Delhi,India,2022-01-07,Regular
187,Ekapad,Keer,Female,44,Ambattur,Gujarat,India,2022-06-25,VIP
188,Radha,Chaudhari,Male,26,Raiganj,Telangana,India,2023-02-16,Regular
189,Chandani,Balakrishnan,Female,30,Anantapur,Tamil Nadu,India,2022-03-11,Regular
190,Chaaya,Parmer,Female,35,Chinsurah,Tamil Nadu,India,2022-12-14,Regular
191,Yash,Wali,Male,42,Buxar,Karnataka,India,2023-03-31,Premium
192,Onkar,Gill,Female,47,Phagwara,Karnataka,India,2024-12-19,VIP
193,Wridesh,Tank,Male,22,Ahmednagar,Kerala,India,2025-08-20,Regular
194,Aachal,Sharaf,Female,18,Bangalore,Karnataka,India,2025-09-02,VIP
195,Bhavna,Dugar,Male,28,Mango,Delhi,India,2024-08-26,Premium
196,Chandani,Samra,Male,42,Sirsa,Gujarat,India,2024-04-13,VIP
197,Rushil,Rajagopalan,Male,66,Aligarh,Telangana,India,2023-09-24,Premium
198,Lakshmi,Parmer,Male,52,Sagar,Telangana,India,2021-11-25,Regular
199,Meghana,Maharaj,Female,23,Buxar,Telangana,India,2022-02-17,Regular
200,Watika,Mangat,Male,22,Medininagar,Gujarat,India,2024-09-16,VIP
201,Theodore,Gupta,Male,40,Durgapur,Delhi,India,2022-07-16,Regular
202,Balveer,More,Male,27,Visakhapatnam,Andhra Pradesh,India,2024-10-25,VIP
203,Karan,Chana,Male,38,Khammam,Rajasthan,India,2025-03-31,Premium
204,Parth,Iyer,Male,68,Panvel,Maharashtra,India,2024-10-28,Premium
205,Yachana,Mahajan,Male,66,Bardhaman,West Bengal,India,2025-10-24,Premium
206,Chakrika,Nigam,Female,48,Bhind,West Bengal,India,2022-05-09,VIP
207,Lohit,Kara,Female,51,Proddatur,Gujarat,India,2024-10-28,Premium
208,Gautam,Rana,Male,67,Bilaspur,Telangana,India,2026-04-12,Premium
209,Jatin,Sha,Female,22,Firozabad,Rajasthan,India,2024-12-14,Regular
210,Kamya,Chokshi,Female,64,Chittoor,Kerala,India,2021-12-04,VIP
211,Falak,Kant,Male,38,Madhyamgram,Karnataka,India,2024-04-13,VIP
212,Nilima,Dada,Male,56,Ranchi,Gujarat,India,2022-01-11,Premium
213,Daksha,Tailor,Female,67,Jalandhar,Karnataka,India,2023-09-17,Premium
214,Krishna,Rama,Female,32,Uluberia,Tamil Nadu,India,2026-04-23,VIP
215,Oni,Dubey,Female,69,Navi Mumbai,Rajasthan,India,2025-11-16,Premium
216,Nikita,Mammen,Male,41,Uluberia,Kerala,India,2023-07-25,Premium
217,Sachi,Saxena,Male,34,Mirzapur,Delhi,India,2022-07-23,Regular
218,Jhalak,Parmer,Female,27,Sikar,West Bengal,India,2024-01-23,Regular
219,Ranveer,Das,Female,34,Mysore,Maharashtra,India,2023-07-08,Regular
220,Ansh,Bedi,Female,23,Latur,Delhi,India,2022-10-14,Premium
221,Samesh,Biswas,Male,60,Dharmavaram,Tamil Nadu,India,2023-07-20,VIP
222,Viraj,Narasimhan,Male,40,Kavali,Kerala,India,2021-09-26,VIP
223,Aradhana,Dhillon,Male,33,Panvel,West Bengal,India,2023-11-05,Regular
224,Owen,Choudhary,Male,49,Mira-Bhayandar,Tamil Nadu,India,2021-11-03,VIP
225,Ishita,Khanna,Male,49,Pune,Karnataka,India,2023-03-13,Regular
226,Alka,Ben,Female,68,Bidar,Tamil Nadu,India,2026-03-10,Regular
227,Ishaan,Bhatt,Male,35,Sultan Pur Majra,Andhra Pradesh,India,2024-10-16,Regular
228,Yochana,Chopra,Female,38,Ambala,Gujarat,India,2023-08-07,Regular
229,Caleb,Verma,Male,58,Berhampore,Andhra Pradesh,India,2021-12-23,Premium
230,Darsh,Srinivas,Female,66,Purnia,Andhra Pradesh,India,2022-08-19,Regular
231,Vritti,Sawhney,Male,26,Jodhpur,Andhra Pradesh,India,2024-06-14,Regular
232,Manbir,Bhatti,Male,39,Panipat,West Bengal,India,2026-05-18,Premium
233,Ekta,Raj,Male,65,Malda,Telangana,India,2026-01-05,Premium
234,Qushi,Chaudhary,Female,18,Suryapet,West Bengal,India,2023-07-18,Regular
235,Qushi,Seth,Male,69,Haridwar,West Bengal,India,2024-08-06,Premium
236,Sudiksha,Rastogi,Female,43,Bareilly,Kerala,India,2024-05-16,Premium
237,Prisha,Munshi,Female,19,Dindigul,Andhra Pradesh,India,2023-01-05,Premium
238,Urvi,Bhavsar,Male,68,Guwahati,Kerala,India,2022-07-04,VIP
239,Rachana,Char,Male,40,Bikaner,Karnataka,India,2026-06-12,Premium
240,Darpan,Narayan,Female,52,Bulandshahr,Tamil Nadu,India,2024-09-20,VIP
241,Pallavi,Behl,Female,42,Ghaziabad,Kerala,India,2024-05-15,Regular
242,Indira,Chawla,Female,27,Bhatpara,Kerala,India,2025-10-25,Regular
243,Udarsh,Chokshi,Male,56,Miryalaguda,Gujarat,India,2024-11-02,Premium
244,Ishwar,Mallick,Female,61,Haldia,Rajasthan,India,2026-06-26,Regular
245,Atharv,Loke,Male,37,Bokaro,Rajasthan,India,2024-01-15,Premium
246,Dayamai,Nori,Male,58,Chennai,Karnataka,India,2023-04-04,VIP
247,Luke,Rattan,Female,64,Ajmer,Gujarat,India,2021-12-22,Premium
248,Gavin,Wali,Male,25,Gandhinagar,West Bengal,India,2025-04-14,Regular
249,Sudiksha,Om,Female,36,Uluberia,Andhra Pradesh,India,2024-05-13,Regular
250,Ekta,Chad,Male,23,Bhatpara,Maharashtra,India,2023-01-20,Premium
251,Chandran,Bumb,Female,51,Mango,West Bengal,India,2025-04-27,VIP
252,Vedika,Sathe,Male,23,Darbhanga,Delhi,India,2023-07-19,Regular
253,Yauvani,Comar,Male,39,Chinsurah,Delhi,India,2022-08-28,Premium
254,Bhanumati,Sur,Female,65,Ranchi,Maharashtra,India,2023-08-04,Premium
255,Megha,Bhakta,Male,47,Kurnool,West Bengal,India,2024-04-11,VIP
256,Siddharth,Devan,Male,20,Ramagundam,Tamil Nadu,India,2024-07-03,VIP
257,Jagdish,Amble,Female,54,Chinsurah,Maharashtra,India,2023-03-17,VIP
258,Kai,Rai,Female,19,Orai,Maharashtra,India,2026-06-19,VIP
259,Irya,Bora,Female,32,Kalyan-Dombivli,Gujarat,India,2025-06-04,Premium
260,Anirudh,Sharaf,Male,47,Satara,West Bengal,India,2026-08-11,Premium
261,Pushti,Ravel,Male,19,Ramagundam,West Bengal,India,2022-09-10,Premium
262,Nidhi,Bail,Male,62,Tirunelveli,Delhi,India,2025-08-17,Premium
263,Janaki,Chakrabarti,Female,21,Aligarh,Tamil Nadu,India,2023-10-13,Regular
264,Rajata,Rattan,Female,66,Tenali,Telangana,India,2024-05-08,Premium
265,Harinakshi,Kant,Female,55,Gulbarga,Delhi,India,2022-05-13,Premium
266,Yashvi,Comar,Male,53,Karnal,Tamil Nadu,India,2024-09-12,Regular
267,Manbir,Keer,Female,67,Ulhasnagar,West Bengal,India,2023-11-22,Premium
268,Rudra,Ghose,Male,40,Aurangabad,Andhra Pradesh,India,2023-03-22,Premium
269,Wakeeta,Shetty,Male,57,Buxar,Karnataka,India,2024-06-18,Regular
270,Diya,Dora,Male,54,Jabalpur,Rajasthan,India,2025-09-13,Regular
271,Riya,Mitter,Male,28,Gudivada,West Bengal,India,2022-03-11,Premium
272,Indira,Tripathi,Male,52,Tirupati,Telangana,India,2025-08-22,Regular
273,Siya,Barad,Female,61,Arrah,Karnataka,India,2024-02-26,Premium
274,Faraj,Chana,Male,28,Surendranagar Dudhrej,Rajasthan,India,2026-06-06,Premium
275,Benjamin,Sengupta,Female,52,Pondicherry,Tamil Nadu,India,2025-10-04,Regular
276,Yachana,Dora,Female,39,Hospet,West Bengal,India,2022-08-05,VIP
277,Hemal,Chad,Male,54,Thane,Tamil Nadu,India,2023-10-27,Regular
278,Raksha,Sarna,Male,22,Bharatpur,Tamil Nadu,India,2024-11-19,VIP
279,Barkha,Ram,Female,43,Sonipat,Maharashtra,India,2022-02-27,Regular
280,Gaurika,Bhatti,Male,59,Bareilly,Rajasthan,India,2026-06-17,Premium
281,Libni,Mander,Female,25,Madanapalle,Kerala,India,2022-12-29,Premium
282,Gauri,Bumb,Female,68,Etawah,Gujarat,India,2024-05-08,Regular
283,Manya,Dayal,Male,32,Tirupati,Telangana,India,2026-06-20,Regular
284,Krisha,Narasimhan,Male,50,Hajipur,Kerala,India,2022-07-05,Premium
285,Pallavi,Trivedi,Female,57,Surat,West Bengal,India,2024-10-18,VIP
286,Dayamai,Gole,Male,68,Mau,Gujarat,India,2025-11-06,Premium
287,Rehaan,Kara,Male,24,Bhatpara,Tamil Nadu,India,2022-05-15,Premium
288,Chakrika,Chaudhuri,Female,69,Naihati,Telangana,India,2022-10-30,Premium
289,Krisha,Dube,Male,44,Bokaro,Maharashtra,India,2023-02-14,Regular
290,Raksha,Bassi,Female,50,Bharatpur,Delhi,India,2023-09-25,VIP
291,Sachi,Mane,Male,50,Muzaffarpur,Maharashtra,India,2026-04-04,Premium
292,William,More,Female,27,Jammu,Delhi,India,2024-11-03,VIP
293,Ridhi,Shenoy,Female,50,Eluru,Gujarat,India,2025-12-28,Premium
294,Omya,Edwin,Male,48,Mahbubnagar,Maharashtra,India,2022-11-21,Regular
295,Zashil,Ben,Female,69,Serampore,West Bengal,India,2026-06-06,VIP
296,Harshil,Varty,Male,25,Anantapuram,Delhi,India,2022-06-05,Regular
297,Naveen,Mahajan,Male,21,Anand,Karnataka,India,2022-12-19,VIP
298,Rajeshri,Chand,Male,68,Hospet,Tamil Nadu,India,2024-09-08,Premium
299,Avi,Sachdeva,Male,44,Tenali,Delhi,India,2025-12-25,VIP
300,Kashvi,Keer,Female,27,Jodhpur,West Bengal,India,2024-11-25,Premium
301,Udarsh,Bala,Female,25,Navi Mumbai,Kerala,India,2024-07-25,VIP
302,Madhav,Devan,Female,63,Baranagar,Andhra Pradesh,India,2025-09-24,Regular
303,Liam,Singh,Female,35,Tadepalligudem,Rajasthan,India,2021-10-04,Regular
304,Fariq,Bahl,Male,57,Thrissur,Maharashtra,India,2022-12-26,Regular
305,Pallavi,Choudhry,Female,54,Patiala,West Bengal,India,2024-04-10,VIP
306,Jairaj,Batta,Female,66,Gurgaon,Andhra Pradesh,India,2025-08-08,Regular
307,Dev,Choudhry,Female,68,Kavali,West Bengal,India,2026-04-10,Regular
308,Amol,Varma,Female,28,Asansol,Kerala,India,2024-03-10,Regular
309,Pushti,Agarwal,Female,54,New Delhi,Delhi,India,2026-07-26,Premium
310,Omaja,Grover,Female,53,Loni,Gujarat,India,2024-10-12,VIP
311,Ekansh,Vora,Male,18,Pali,Gujarat,India,2025-09-17,VIP
312,Caleb,Ram,Male,57,Nizamabad,Delhi,India,2021-11-07,VIP
313,Ishanvi,Bir,Male,26,New Delhi,Andhra Pradesh,India,2022-08-06,Regular
314,Gaurangi,Deol,Male,43,Nagercoil,Rajasthan,India,2026-05-11,VIP
315,Hamsini,Gill,Male,69,Nangloi Jat,Rajasthan,India,2023-04-07,Premium
316,Krishna,Bhatnagar,Male,55,Vadodara,Karnataka,India,2024-03-17,VIP
317,Saksham,Bassi,Female,44,Kalyan-Dombivli,Karnataka,India,2024-05-25,VIP
318,Dayita,Varma,Male,60,Tinsukia,Tamil Nadu,India,2025-09-27,Premium
319,Zehaan,Bansal,Female,42,Baranagar,Kerala,India,2024-10-01,Premium
320,Champak,Narula,Male,41,Amravati,Telangana,India,2024-11-04,Regular
321,Rajeshri,Ratta,Male,60,Kharagpur,Gujarat,India,2024-08-06,Premium
322,Rachit,Taneja,Female,67,Arrah,Delhi,India,2026-02-17,Regular
323,Amara,Butala,Male,34,Vijayawada,Maharashtra,India,2025-05-17,Regular
324,Pranit,Memon,Male,37,Kota,Gujarat,India,2022-05-24,Premium
325,Falak,Merchant,Female,57,Amroha,Telangana,India,2025-05-03,VIP
